product_name,amount,sale_date,id
Fin-troduction to Sea++,51.0,2020-01-02,1184
Building with Gradeel,82.0,2020-01-02,1185
Sea-act Hooks,48.68,2020-01-04,1186
Fin-troduction to Sea++,46.5,2020-01-05,1187
Cod-ing in Python,57.5,2020-01-06,1188
Sea-act Hooks,53.0,2020-01-08,1189
Building with Gradeel,85.5,2020-01-08,1190
Building with Gradeel,85.89,2020-01-11,1191
Sea-act Hooks,54.99,2020-01-12,1192
Cod-ing in Python,59.5,2020-01-12,1193
Reef-actoring,43.99,2020-01-12,1194
Reef-actoring,37.5,2020-01-12,1195
Reef-actoring,42.5,2020-01-12,1196
Reef-actoring,37.49,2020-01-12,1197
Reef-actoring,39.49,2020-01-12,1198
Reef-actoring,41.5,2020-01-12,1199
Reef-actoring,39.0,2020-01-12,1200
Reef-actoring,38.5,2020-01-12,1201
Reef-actoring,41.99,2020-01-12,1202
An Ag-isle Primer,18.0,2020-01-13,1203
An Ag-isle Primer,17.0,2020-01-13,1204
Reef-actoring,43.49,2020-01-13,1205
Reef-actoring,35.0,2020-01-13,1206
Sea-act Hooks,51.0,2020-01-14,1207
Reef-actoring,39.49,2020-01-14,1208
Reef-actoring,41.5,2020-01-14,1209
Reef-actoring,42.5,2020-01-14,1210
Reef-actoring,43.0,2020-01-14,1211
Fin-troduction to Sea++,47.0,2020-01-15,1212
Reef-actoring,35.5,2020-01-15,1213
Reef-actoring,38.5,2020-01-15,1214
Reef-actoring,45.0,2020-01-16,1215
Reef-actoring,36.5,2020-01-16,1216
Reef-actoring,40.5,2020-01-17,1217
Fin-troduction to Sea++,47.49,2020-01-18,1218
Building with Gradeel,75.73,2020-01-18,1219
Building with Gradeel,82.93,2020-01-18,1220
Building with Gradeel,77.49,2020-01-18,1221
Reef-actoring,38.0,2020-01-18,1222
Reef-actoring,41.49,2020-01-18,1223
Reef-actoring,38.99,2020-01-18,1224
Reef-actoring,38.49,2020-01-18,1225
Reef-actoring,38.5,2020-01-18,1226
Fin-troduction to Sea++,47.59,2020-01-19,1227
Sea-act Hooks,50.49,2020-01-19,1228
Fin-troduction to Sea++,49.5,2020-01-20,1229
Fin-troduction to Sea++,49.42,2020-01-20,1230
Reef-actoring,43.33,2020-01-20,1231
An Ag-isle Primer,21.21,2020-01-21,1232
Reef-actoring,37.96,2020-01-21,1233
Reef-actoring,36.91,2020-01-21,1234
Reef-actoring,40.58,2020-01-22,1235
Reef-actoring,40.99,2020-01-22,1236
Reef-actoring,40.5,2020-01-22,1237
Sea-act Hooks,57.35,2020-01-23,1238
Reef-actoring,38.99,2020-01-23,1239
Fin-troduction to Sea++,52.0,2020-01-24,1240
Reef-actoring,41.5,2020-01-25,1241
Reef-actoring,39.0,2020-01-25,1242
Reef-actoring,37.0,2020-01-26,1243
Reef-actoring,38.67,2020-01-26,1244
Reef-actoring,35.99,2020-01-27,1245
Fin-troduction to Sea++,53.11,2020-01-28,1246
Sea-act Hooks,55.0,2020-01-28,1247
Building with Gradeel,82.49,2020-01-28,1248
Reef-actoring,38.2,2020-01-28,1249
Reef-actoring,38.49,2020-01-28,1250
Fin-troduction to Sea++,51.0,2020-01-29,1251
Sea-act Hooks,58.0,2020-01-31,1252
An Ag-isle Primer,20.0,2020-02-01,1253
Reef-actoring,41.5,2020-02-01,1254
Reef-actoring,40.5,2020-02-01,1255
Reef-actoring,39.99,2020-02-01,1256
Sea-act Hooks,57.49,2020-02-02,1257
Cod-ing in Python,60.0,2020-02-02,1258
Cod-ing in Python,60.49,2020-02-02,1259
Reef-actoring,40.49,2020-02-02,1260
Reef-actoring,43.5,2020-02-02,1261
Reef-actoring,39.49,2020-02-02,1262
An Ag-isle Primer,19.96,2020-02-03,1263
Reef-actoring,38.99,2020-02-03,1264
Reef-actoring,33.13,2020-02-03,1265
Reef-actoring,35.49,2020-02-03,1266
Reef-actoring,38.49,2020-02-04,1267
Reef-actoring,42.79,2020-02-04,1268
Reef-actoring,40.49,2020-02-04,1269
Sea-act Hooks,57.5,2020-02-05,1270
The Crabmatic Programmer,59.49,2020-02-05,1271
Building with Gradeel,84.5,2020-02-06,1272
Reef-actoring,44.0,2020-02-06,1273
Fin-troduction to Sea++,51.5,2020-02-07,1274
Fin-troduction to Sea++,47.99,2020-02-07,1275
Building with Gradeel,79.99,2020-02-07,1276
Fin-troduction to Sea++,44.49,2020-02-08,1277
Sea-act Hooks,51.99,2020-02-08,1278
Building with Gradeel,76.31,2020-02-08,1279
Reef-actoring,38.97,2020-02-08,1280
Reef-actoring,37.99,2020-02-08,1281
Cod-ing in Python,62.99,2020-02-09,1282
Fin-troduction to Sea++,48.49,2020-02-10,1283
Reef-actoring,41.71,2020-02-10,1284
Fin-troduction to Sea++,46.77,2020-02-11,1285
Reef-actoring,40.0,2020-02-11,1286
Reef-actoring,40.0,2020-02-11,1287
Reef-actoring,36.0,2020-02-12,1288
Reef-actoring,40.49,2020-02-12,1289
Reef-actoring,42.49,2020-02-12,1290
Building with Gradeel,79.0,2020-02-14,1291
Reef-actoring,39.5,2020-02-15,1292
Reef-actoring,37.49,2020-02-16,1293
Building with Gradeel,78.49,2020-02-17,1294
Reef-actoring,40.99,2020-02-17,1295
Reef-actoring,39.99,2020-02-17,1296
Reef-actoring,39.38,2020-02-17,1297
The Crabmatic Programmer,63.99,2020-02-17,1298
Fin-troduction to Sea++,51.0,2020-02-18,1299
Sea-act Hooks,53.7,2020-02-19,1300
Building with Gradeel,81.99,2020-02-19,1301
Building with Gradeel,83.54,2020-02-19,1302
Reef-actoring,33.99,2020-02-19,1303
Reef-actoring,39.99,2020-02-19,1304
Sea-act Hooks,55.0,2020-02-20,1305
Building with Gradeel,78.49,2020-02-20,1306
Reef-actoring,38.69,2020-02-20,1307
Reef-actoring,44.0,2020-02-20,1308
Cod-ing in Python,60.99,2020-02-21,1309
Reef-actoring,37.5,2020-02-21,1310
Fin-troduction to Sea++,51.5,2020-02-22,1311
The Crabmatic Programmer,63.26,2020-02-22,1312
Fin-troduction to Sea++,44.99,2020-02-23,1313
Reef-actoring,39.62,2020-02-23,1314
Reef-actoring,37.99,2020-02-23,1315
Cod-ing in Python,58.5,2020-02-24,1316
Reef-actoring,39.99,2020-02-24,1317
Sea-act Hooks,50.0,2020-02-25,1318
Reef-actoring,34.89,2020-02-25,1319
Reef-actoring,37.49,2020-02-25,1320
The Crabmatic Programmer,58.5,2020-02-25,1321
Sea-act Hooks,54.7,2020-02-26,1322
Sea-act Hooks,58.99,2020-02-26,1323
Cod-ing in Python,61.5,2020-02-26,1324
Reef-actoring,39.99,2020-02-26,1325
Fin-troduction to Sea++,49.5,2020-02-27,1326
Sea-act Hooks,57.5,2020-02-27,1327
Reef-actoring,42.49,2020-02-27,1328
Fin-troduction to Sea++,46.23,2020-02-29,1329
Fin-troduction to Sea++,49.5,2020-03-01,1330
Reef-actoring,37.99,2020-03-02,1331
Reef-actoring,37.55,2020-03-02,1332
An Ag-isle Primer,19.5,2020-03-03,1333
Building with Gradeel,77.5,2020-03-03,1334
Advanced Ruby on Whales,44.98,2020-03-04,1335
Advanced Ruby on Whales,47.0,2020-03-05,1336
Reef-actoring,42.0,2020-03-05,1337
Sea-act Hooks,54.5,2020-03-06,1338
Sea-act Hooks,53.49,2020-03-06,1339
Building with Gradeel,80.65,2020-03-06,1340
Reef-actoring,39.49,2020-03-06,1341
An Ag-isle Primer,20.99,2020-03-07,1342
Reef-actoring,39.99,2020-03-07,1343
Reef-actoring,41.5,2020-03-07,1344
The Crabmatic Programmer,62.0,2020-03-07,1345
Building with Gradeel,80.5,2020-03-08,1346
Fin-troduction to Sea++,53.0,2020-03-10,1347
Reef-actoring,39.5,2020-03-10,1348
Reef-actoring,41.49,2020-03-10,1349
Advanced Ruby on Whales,48.5,2020-03-11,1350
Building with Gradeel,81.49,2020-03-11,1351
Sea-act Hooks,54.49,2020-03-13,1352
Cod-ing in Python,56.99,2020-03-13,1353
Fin-troduction to Sea++,53.5,2020-03-14,1354
Fin-troduction to Sea++,52.99,2020-03-14,1355
Reef-actoring,40.49,2020-03-14,1356
Reef-actoring,38.49,2020-03-14,1357
Fin-troduction to Sea++,48.5,2020-03-16,1358
Building with Gradeel,80.49,2020-03-16,1359
Reef-actoring,40.5,2020-03-17,1360
Advanced Ruby on Whales,46.42,2020-03-18,1361
Sea-act Hooks,53.49,2020-03-18,1362
Cod-ing in Python,64.5,2020-03-18,1363
Reef-actoring,36.99,2020-03-18,1364
Reef-actoring,42.35,2020-03-19,1365
An Ag-isle Primer,23.5,2020-03-20,1366
An Ag-isle Primer,21.0,2020-03-20,1367
Fin-troduction to Sea++,49.5,2020-03-21,1368
Fin-troduction to Sea++,47.09,2020-03-21,1369
Sea-act Hooks,55.49,2020-03-21,1370
Cod-ing in Python,58.5,2020-03-21,1371
The Crabmatic Programmer,58.0,2020-03-22,1372
Fin-troduction to Sea++,51.49,2020-03-23,1373
Reef-actoring,39.5,2020-03-23,1374
Fin-troduction to Sea++,50.5,2020-03-24,1375
Reef-actoring,38.5,2020-03-24,1376
The Crabmatic Programmer,57.99,2020-03-24,1377
The Crabmatic Programmer,60.49,2020-03-25,1378
Fin-troduction to Sea++,49.49,2020-03-26,1379
Fin-troduction to Sea++,47.49,2020-03-26,1380
Sea-act Hooks,54.5,2020-03-26,1381
Reef-actoring,42.72,2020-03-27,1382
Sea-act Hooks,53.49,2020-03-28,1383
An Ag-isle Primer,21.41,2020-03-30,1384
Reef-actoring,38.99,2020-03-30,1385
Reef-actoring,40.99,2020-04-01,1386
Sea-act Hooks,52.49,2020-04-02,1387
Reef-actoring,43.19,2020-04-02,1388
Reef-actoring,42.49,2020-04-03,1389
Building with Gradeel,80.0,2020-04-04,1390
Sea-act Hooks,59.0,2020-04-05,1391
Fin-troduction to Sea++,46.49,2020-04-06,1392
Reef-actoring,41.49,2020-04-06,1393
Cod-ing in Python,56.99,2020-04-07,1394
Advanced Ruby on Whales,47.49,2020-04-08,1395
Reef-actoring,39.0,2020-04-09,1396
Fin-troduction to Sea++,47.5,2020-04-11,1397
Sea-act Hooks,54.0,2020-04-11,1398
Building with Gradeel,79.99,2020-04-11,1399
Fin-troduction to Sea++,53.0,2020-04-12,1400
Cod-ing in Python,59.0,2020-04-12,1401
Building with Gradeel,83.49,2020-04-12,1402
Reef-actoring,37.5,2020-04-12,1403
The Crabmatic Programmer,59.41,2020-04-13,1404
Reef-actoring,38.38,2020-04-14,1405
Reef-actoring,43.49,2020-04-18,1406
Reef-actoring,37.99,2020-04-18,1407
Reef-actoring,38.5,2020-04-18,1408
Fin-troduction to Sea++,50.92,2020-04-19,1409
Reef-actoring,36.5,2020-04-19,1410
Fin-troduction to Sea++,47.49,2020-04-20,1411
Fin-troduction to Sea++,46.49,2020-04-20,1412
Cod-ing in Python,60.99,2020-04-21,1413
The Carp Of Computer Programming,68.5,2020-04-21,1414
Reef-actoring,39.99,2020-04-21,1415
Fin-troduction to Sea++,48.5,2020-04-24,1416
Reef-actoring,39.5,2020-04-24,1417
Sea-act Hooks,59.5,2020-04-25,1418
Building with Gradeel,84.49,2020-04-25,1419
Reef-actoring,36.99,2020-04-25,1420
The Crabmatic Programmer,60.97,2020-04-25,1421
Fin-troduction to Sea++,47.5,2020-04-26,1422
Advanced Ruby on Whales,49.43,2020-04-26,1423
Reef-actoring,39.5,2020-04-26,1424
Advanced Ruby on Whales,45.5,2020-04-30,1425
Fin-troduction to Sea++,50.99,2020-05-01,1426
Advanced Ruby on Whales,49.5,2020-05-02,1427
Sea-act Hooks,52.5,2020-05-02,1428
Reef-actoring,36.0,2020-05-02,1429
The Crabmatic Programmer,59.0,2020-05-02,1430
Reef-actoring,39.99,2020-05-03,1431
Reef-actoring,36.0,2020-05-03,1432
Reef-actoring,39.99,2020-05-03,1433
Sea-act Hooks,57.5,2020-05-04,1434
Reef-actoring,36.5,2020-05-04,1435
Fin-troduction to Sea++,51.0,2020-05-05,1436
Advanced Ruby on Whales,49.5,2020-05-05,1437
Sea-act Hooks,57.0,2020-05-05,1438
Cod-ing in Python,58.49,2020-05-05,1439
Fin-troduction to Sea++,48.99,2020-05-06,1440
Reef-actoring,37.99,2020-05-06,1441
Sea-act Hooks,55.49,2020-05-07,1442
Sea-act Hooks,52.99,2020-05-09,1443
Reef-actoring,37.25,2020-05-09,1444
Sea-act Hooks,60.49,2020-05-10,1445
Fin-troduction to Sea++,49.99,2020-05-11,1446
The Carp Of Computer Programming,69.04,2020-05-11,1447
Reef-actoring,42.5,2020-05-11,1448
Fin-troduction to Sea++,47.49,2020-05-12,1449
Cod-ing in Python,60.49,2020-05-12,1450
Reef-actoring,38.99,2020-05-12,1451
The Crabmatic Programmer,63.5,2020-05-12,1452
Building with Gradeel,83.0,2020-05-15,1453
Building with Gradeel,85.5,2020-05-15,1454
Sea-act Hooks,54.0,2020-05-16,1455
Sea-act Hooks,51.5,2020-05-16,1456
Reef-actoring,42.0,2020-05-16,1457
Sea-act Hooks,55.0,2020-05-17,1458
Cod-ing in Python,59.0,2020-05-17,1459
The Carp Of Computer Programming,66.5,2020-05-17,1460
Reef-actoring,37.99,2020-05-17,1461
Advanced Ruby on Whales,50.5,2020-05-18,1462
The Carp Of Computer Programming,69.49,2020-05-18,1463
Building with Gradeel,85.5,2020-05-19,1464
Fin-troduction to Sea++,46.5,2020-05-20,1465
Advanced Ruby on Whales,46.0,2020-05-20,1466
Sea-act Hooks,53.5,2020-05-20,1467
Cod-ing in Python,60.04,2020-05-21,1468
Building with Gradeel,78.99,2020-05-22,1469
The Carp Of Computer Programming,69.0,2020-05-22,1470
Reef-actoring,38.49,2020-05-23,1471
Reef-actoring,40.49,2020-05-23,1472
The Crabmatic Programmer,59.0,2020-05-23,1473
Building with Gradeel,79.99,2020-05-24,1474
Advanced Ruby on Whales,49.43,2020-05-25,1475
Software Sharkitecture in Practice,44.0,2020-05-25,1476
Software Sharkitecture in Practice,45.0,2020-05-25,1477
Advanced Ruby on Whales,51.5,2020-05-26,1478
Advanced Ruby on Whales,47.0,2020-05-26,1479
Reef-actoring,37.5,2020-05-26,1480
Software Sharkitecture in Practice,44.95,2020-05-26,1481
Fin-troduction to Sea++,46.0,2020-05-27,1482
Software Sharkitecture in Practice,48.5,2020-05-27,1483
Sea-act Hooks,59.5,2020-05-28,1484
Sea-act Hooks,57.47,2020-05-29,1485
Reef-actoring,40.99,2020-05-30,1486
Reef-actoring,38.0,2020-05-31,1487
Reef-actoring,37.5,2020-06-01,1488
Reef-actoring,39.0,2020-06-01,1489
Fin-troduction to Sea++,47.45,2020-06-02,1490
Advanced Ruby on Whales,44.99,2020-06-02,1491
Sea-act Hooks,52.5,2020-06-02,1492
Cod-ing in Python,59.99,2020-06-02,1493
Building with Gradeel,78.99,2020-06-02,1494
Reef-actoring,38.49,2020-06-02,1495
Fin-troduction to Sea++,52.55,2020-06-03,1496
Fin-troduction to Sea++,51.49,2020-06-03,1497
Building with Gradeel,84.0,2020-06-03,1498
The Crabmatic Programmer,57.0,2020-06-03,1499
Fin-troduction to Sea++,52.49,2020-06-04,1500
Software Sharkitecture in Practice,51.5,2020-06-04,1501
Reef-actoring,40.0,2020-06-05,1502
No Silver Mullet,62.49,2020-06-05,1503
Reef-actoring,42.5,2020-06-06,1504
Fin-troduction to Sea++,49.5,2020-06-07,1505
Cod-ing in Python,59.5,2020-06-07,1506
Reef-actoring,39.99,2020-06-07,1507
The Crabmatic Programmer,59.0,2020-06-07,1508
Building with Gradeel,77.99,2020-06-08,1509
Fin-troduction to Sea++,50.49,2020-06-09,1510
Fin-troduction to Sea++,51.5,2020-06-09,1511
The Crabmatic Programmer,64.02,2020-06-09,1512
Reef-actoring,39.99,2020-06-10,1513
No Silver Mullet,65.49,2020-06-10,1514
Fin-troduction to Sea++,50.5,2020-06-11,1515
Fin-troduction to Sea++,51.5,2020-06-11,1516
Cod-ing in Python,58.5,2020-06-11,1517
Reef-actoring,37.99,2020-06-11,1518
Sea-act Hooks,51.99,2020-06-12,1519
Sea-act Hooks,52.99,2020-06-12,1520
Reef-actoring,39.5,2020-06-12,1521
Sea-act Hooks,50.5,2020-06-13,1522
Reef-actoring,38.5,2020-06-13,1523
Sea-act Hooks,51.0,2020-06-14,1524
Sea-act Hooks,52.99,2020-06-15,1525
The Crabmatic Programmer,58.73,2020-06-15,1526
The Carp Of Computer Programming,66.0,2020-06-16,1527
No Silver Mullet,58.5,2020-06-16,1528
Fin-troduction to Sea++,47.5,2020-06-17,1529
Sea-act Hooks,53.49,2020-06-17,1530
Reef-actoring,37.99,2020-06-17,1531
Fin-troduction to Sea++,48.49,2020-06-18,1532
Fin-troduction to Sea++,51.49,2020-06-18,1533
Sea-act Hooks,53.99,2020-06-18,1534
Reef-actoring,37.49,2020-06-18,1535
No Silver Mullet,56.5,2020-06-18,1536
Reef-actoring,41.0,2020-06-19,1537
Reef-actoring,39.0,2020-06-19,1538
Building with Gradeel,78.0,2020-06-20,1539
Reef-actoring,38.49,2020-06-20,1540
Reef-actoring,42.1,2020-06-20,1541
Fin-troduction to Sea++,50.0,2020-06-21,1542
Fin-troduction to Sea++,49.5,2020-06-21,1543
Sea-act Hooks,50.99,2020-06-21,1544
Building with Gradeel,80.0,2020-06-21,1545
Reef-actoring,39.0,2020-06-21,1546
No Silver Mullet,58.5,2020-06-21,1547
Fin-troduction to Sea++,48.0,2020-06-22,1548
Sea-act Hooks,56.5,2020-06-23,1549
Reef-actoring,44.5,2020-06-23,1550
Reef-actoring,39.99,2020-06-23,1551
Sea-act Hooks,58.99,2020-06-24,1552
Reef-actoring,38.49,2020-06-25,1553
Reef-actoring,37.99,2020-06-25,1554
No Silver Mullet,61.49,2020-06-25,1555
No Silver Mullet,67.5,2020-06-26,1556
Building with Gradeel,76.5,2020-06-27,1557
Building with Gradeel,83.5,2020-06-27,1558
Reef-actoring,38.0,2020-06-27,1559
Reef-actoring,40.99,2020-06-29,1560
Fin-troduction to Sea++,50.14,2020-06-30,1561
Reef-actoring,38.49,2020-06-30,1562
Fin-troduction to Sea++,54.0,2020-07-01,1563
Building with Gradeel,81.03,2020-07-01,1564
Fin-troduction to Sea++,47.09,2020-07-02,1565
The Carp Of Computer Programming,64.0,2020-07-02,1566
Sea-act Hooks,55.5,2020-07-06,1567
Cod-ing in Python,59.26,2020-07-06,1568
Reef-actoring,40.0,2020-07-06,1569
Reef-actoring,34.31,2020-07-06,1570
Cod-ing in Python,63.99,2020-07-07,1571
The Carp Of Computer Programming,67.99,2020-07-07,1572
Reef-actoring,37.56,2020-07-07,1573
Reef-actoring,40.0,2020-07-07,1574
Software Sharkitecture in Practice,53.0,2020-07-07,1575
Sea-act Hooks,57.0,2020-07-09,1576
Reef-actoring,39.5,2020-07-10,1577
Sea-act Hooks,55.52,2020-07-11,1578
Sea-act Hooks,55.0,2020-07-11,1579
An Ag-isle Primer,24.49,2020-07-11,1580
The Crabmatic Programmer,59.5,2020-07-11,1581
Sea-act Hooks,55.06,2020-07-12,1582
Reef-actoring,43.5,2020-07-12,1583
Reef-actoring,37.87,2020-07-12,1584
No Silver Mullet,64.0,2020-07-12,1585
Reef-actoring,42.99,2020-07-13,1586
Sea-act Hooks,48.9,2020-07-14,1587
Building with Gradeel,80.5,2020-07-14,1588
The Carp Of Computer Programming,69.49,2020-07-14,1589
The Carp Of Computer Programming,67.49,2020-07-14,1590
An Ag-isle Primer,19.49,2020-07-15,1591
No Silver Mullet,58.0,2020-07-15,1592
Building with Gradeel,80.0,2020-07-16,1593
The Crabmatic Programmer,60.49,2020-07-16,1594
No Silver Mullet,60.5,2020-07-16,1595
Fin-troduction to Sea++,49.0,2020-07-17,1596
Fin-troduction to Sea++,51.89,2020-07-18,1597
Sea-act Hooks,52.5,2020-07-18,1598
Building with Gradeel,81.22,2020-07-18,1599
Reef-actoring,39.5,2020-07-18,1600
Reef-actoring,37.61,2020-07-19,1601
Reef-actoring,37.78,2020-07-19,1602
Fin-troduction to Sea++,50.45,2020-07-20,1603
Reef-actoring,34.5,2020-07-20,1604
Reef-actoring,39.0,2020-07-20,1605
Reef-actoring,38.99,2020-07-20,1606
Building with Gradeel,78.5,2020-07-21,1607
The Carp Of Computer Programming,67.75,2020-07-21,1608
The Carp Of Computer Programming,65.0,2020-07-21,1609
Reef-actoring,36.99,2020-07-21,1610
Reef-actoring,38.5,2020-07-21,1611
Fin-troduction to Sea++,49.93,2020-07-22,1612
Fin-troduction to Sea++,52.99,2020-07-22,1613
Sea-act Hooks,55.0,2020-07-22,1614
Cod-ing in Python,63.5,2020-07-22,1615
No Silver Mullet,60.99,2020-07-22,1616
Building with Gradeel,79.0,2020-07-23,1617
No Silver Mullet,63.5,2020-07-24,1618
Sea-act Hooks,55.5,2020-07-25,1619
Reef-actoring,37.82,2020-07-25,1620
Reef-actoring,40.99,2020-07-26,1621
No Silver Mullet,58.0,2020-07-26,1622
Reef-actoring,38.99,2020-07-27,1623
Sea-act Hooks,55.48,2020-07-28,1624
Building with Gradeel,82.49,2020-07-28,1625
Reef-actoring,40.0,2020-07-29,1626
An Ag-isle Primer,23.0,2020-07-30,1627
Reef-actoring,39.0,2020-07-30,1628
Reef-actoring,39.0,2020-07-30,1629
Reef-actoring,39.49,2020-07-31,1630
Reef-actoring,38.5,2020-08-01,1631
Software Sharkitecture in Practice,48.0,2020-08-01,1632
Reef-actoring,37.5,2020-08-02,1633
Reef-actoring,40.5,2020-08-02,1634
Fin-troduction to Sea++,47.5,2020-08-04,1635
No Silver Mullet,63.5,2020-08-04,1636
Building with Gradeel,81.5,2020-08-05,1637
Reef-actoring,41.0,2020-08-05,1638
Cod-ing in Python,58.02,2020-08-06,1639
Building with Gradeel,81.5,2020-08-07,1640
Reef-actoring,34.49,2020-08-07,1641
Software Sharkitecture in Practice,48.49,2020-08-07,1642
The Crabmatic Programmer,60.16,2020-08-07,1643
Sea-act Hooks,56.0,2020-08-08,1644
Reef-actoring,38.99,2020-08-08,1645
Reef-actoring,40.99,2020-08-09,1646
Fin-troduction to Sea++,49.49,2020-08-10,1647
Building with Gradeel,81.68,2020-08-10,1648
Reef-actoring,39.0,2020-08-10,1649
No Silver Mullet,58.99,2020-08-11,1650
Sea-act Hooks,54.78,2020-08-12,1651
Reef-actoring,41.5,2020-08-12,1652
Building with Gradeel,77.5,2020-08-13,1653
Reef-actoring,37.99,2020-08-14,1654
Building with Gradeel,79.5,2020-08-15,1655
Reef-actoring,40.0,2020-08-15,1656
Reef-actoring,38.2,2020-08-15,1657
The Crabmatic Programmer,58.99,2020-08-15,1658
Cod-ing in Python,58.49,2020-08-16,1659
Reef-actoring,40.0,2020-08-17,1660
Reef-actoring,43.8,2020-08-18,1661
Sea-act Hooks,50.99,2020-08-19,1662
Reef-actoring,43.93,2020-08-19,1663
Reef-actoring,37.5,2020-08-19,1664
Fin-troduction to Sea++,49.99,2020-08-20,1665
The Carp Of Computer Programming,67.65,2020-08-21,1666
Building with Gradeel,81.5,2020-08-22,1667
Reef-actoring,41.99,2020-08-22,1668
Reef-actoring,42.0,2020-08-22,1669
Reef-actoring,34.49,2020-08-22,1670
Sea-act Hooks,49.5,2020-08-23,1671
Cod-ing in Python,57.15,2020-08-23,1672
Building with Gradeel,83.49,2020-08-23,1673
Reef-actoring,36.8,2020-08-23,1674
Reef-actoring,43.69,2020-08-24,1675
Software Sharkitecture in Practice,47.99,2020-08-24,1676
Building with Gradeel,80.0,2020-08-25,1677
Reef-actoring,43.0,2020-08-26,1678
The Crabmatic Programmer,61.5,2020-08-26,1679
Building with Gradeel,80.3,2020-08-29,1680
Sea-act Hooks,55.5,2020-08-30,1681
Sea-act Hooks,51.59,2020-08-30,1682
Cod-ing in Python,58.99,2020-08-31,1683
The Crabmatic Programmer,61.49,2020-08-31,1684
Fin-troduction to Sea++,48.99,2020-09-01,1685
Building with Gradeel,76.99,2020-09-01,1686
Cod-ing in Python,58.53,2020-09-02,1687
Reef-actoring,37.49,2020-09-02,1688
Fin-troduction to Sea++,50.99,2020-09-03,1689
Fin-troduction to Sea++,50.49,2020-09-03,1690
No Silver Mullet,57.0,2020-09-03,1691
Fin-troduction to Sea++,47.5,2020-09-04,1692
Reef-actoring,36.5,2020-09-04,1693
Fin-troduction to Sea++,47.5,2020-09-05,1694
Cod-ing in Python,64.0,2020-09-05,1695
Cod-ing in Python,58.99,2020-09-05,1696
Reef-actoring,39.49,2020-09-05,1697
The Crabmatic Programmer,56.99,2020-09-05,1698
Sea-act Hooks,55.5,2020-09-06,1699
Building with Gradeel,78.49,2020-09-06,1700
Reef-actoring,39.6,2020-09-06,1701
Reef-actoring,37.5,2020-09-06,1702
Fin-troduction to Sea++,53.49,2020-09-08,1703
Reef-actoring,39.99,2020-09-08,1704
Reef-actoring,36.0,2020-09-09,1705
Software Sharkitecture in Practice,50.5,2020-09-09,1706
Software Sharkitecture in Practice,50.0,2020-09-10,1707
No Silver Mullet,59.49,2020-09-12,1708
Advanced Ruby on Whales,50.5,2020-09-14,1709
Reef-actoring,37.5,2020-09-14,1710
Container Orca-stration,68.0,2020-09-14,1711
Software Sharkitecture in Practice,48.49,2020-09-15,1712
Fin-troduction to Sea++,48.99,2020-09-16,1713
The Carp Of Computer Programming,67.0,2020-09-16,1714
Reef-actoring,38.0,2020-09-17,1715
Reef-actoring,41.99,2020-09-17,1716
Container Orca-stration,71.0,2020-09-17,1717
Advanced Ruby on Whales,45.0,2020-09-18,1718
Reef-actoring,41.5,2020-09-18,1719
Reef-actoring,35.0,2020-09-19,1720
Reef-actoring,40.5,2020-09-19,1721
Container Orca-stration,73.5,2020-09-19,1722
Reef-actoring,40.99,2020-09-20,1723
Reef-actoring,41.5,2020-09-20,1724
Software Sharkitecture in Practice,47.14,2020-09-20,1725
Sea-act Hooks,56.75,2020-09-22,1726
Cod-ing in Python,60.5,2020-09-22,1727
Container Orca-stration,69.5,2020-09-22,1728
Fin-troduction to Sea++,48.99,2020-09-23,1729
No Silver Mullet,58.98,2020-09-23,1730
Cod-ing in Python,58.5,2020-09-24,1731
Reef-actoring,40.5,2020-09-24,1732
Container Orca-stration,68.69,2020-09-24,1733
Cod-ing in Python,59.49,2020-09-26,1734
Container Orca-stration,64.99,2020-09-26,1735
Sea-act Hooks,54.49,2020-09-27,1736
Cod-ing in Python,61.0,2020-09-27,1737
Container Orca-stration,69.5,2020-09-27,1738
No Silver Mullet,61.49,2020-09-27,1739
The Carp Of Computer Programming,70.99,2020-09-28,1740
Reef-actoring,40.9,2020-09-28,1741
Sea-act Hooks,56.5,2020-09-29,1742
Cod-ing in Python,61.0,2020-09-29,1743
Container Orca-stration,71.0,2020-09-30,1744
Container Orca-stration,68.0,2020-09-30,1745
Reef-actoring,39.5,2020-10-01,1746
Reef-actoring,39.5,2020-10-03,1747
Container Orca-stration,72.99,2020-10-03,1748
Software Sharkitecture in Practice,47.5,2020-10-03,1749
Software Sharkitecture in Practice,48.5,2020-10-03,1750
Building with Gradeel,81.49,2020-10-05,1751
Building with Gradeel,79.51,2020-10-06,1752
Reef-actoring,39.5,2020-10-06,1753
Reef-actoring,37.99,2020-10-06,1754
Reef-actoring,36.0,2020-10-07,1755
Reef-actoring,36.5,2020-10-07,1756
Fin-troduction to Sea++,50.5,2020-10-08,1757
Cod-ing in Python,54.49,2020-10-08,1758
Reef-actoring,40.5,2020-10-08,1759
Reef-actoring,40.0,2020-10-08,1760
The Crabmatic Programmer,60.49,2020-10-08,1761
The Carp Of Computer Programming,68.99,2020-10-09,1762
Reef-actoring,39.49,2020-10-09,1763
Software Sharkitecture in Practice,42.0,2020-10-09,1764
Sea-act Hooks,53.99,2020-10-10,1765
Reef-actoring,39.99,2020-10-10,1766
The Crabmatic Programmer,60.49,2020-10-10,1767
